ANO_REFERENCIA;UF_ESCOLA;MUNICIPIO_ESCOLA;ESFERA_GOVERNO;LOCALIZACAO_ESCOLA;INEP_ESCOLA;NOME_ESCOLA;ALUNADO;TOTAL_RECEBIDO_ADESAO
2017;BA;Pindobaçu;Municipal;Rural;29055032;COLEGIO MUNICIPAL SERRA DE CARNAIBA;220;R$61.560,00
2017;BA;Pindobaçu;Municipal;Rural;29055105;COLEGIO MUNICIPAL ANTONIO JOAQUIM DE MIRANDA;200;R$47.865,00
2017;BA;Piraí do Norte;Municipal;Urbana;29289262;GRUPO ESCOLAR DUQUE DE CAXIAS;593;R$67.545,00
2017;BA;Piraí do Norte;Municipal;Urbana;29288916;ESC ACELINO MAMEDIO DOS SANTOS;54;R$8.262,00
2017;BA;Piritiba;Municipal;Urbana;29431263;CENTRO MUNICIPAL DE EDUCACAO;130;R$23.220,00
2017;BA;Piritiba;Municipal;Rural;29076234;COL MUNICIPAL F FERREIRA S NETO;150;R$8.105,00
2017;BA;Piritiba;Municipal;Rural;29076749;ESCOLA ALOYSIO CEDRAZ;100;R$6.075,00
2017;BA;Piritiba;Municipal;Rural;29076404;ESC DR ANTONIO CARLOS MAGAL;69;R$20.445,00
2017;BA;Planalto;Municipal;Rural;29333148;ESCOLA MUNICIPAL VITORIO RIBEIRO PADRE;50;R$13.695,00
2017;BA;Poções;Municipal;Rural;29369681;ESCOLA MUNICIPAL CONEGO PITHON;70;R$12.294,00
2017;BA;Poções;Municipal;Urbana;29276624;ESC MUL ANISIO TEIXEIRA;67;R$13.875,00
2017;BA;Poções;Municipal;Urbana;29515807;ESCOLA MUNICIPAL EURYCLES MACEDO;107;R$18.645,00
2017;BA;Poções;Municipal;Urbana;29277540;ESCOLA MUNICIPAL PEDRO ALVES CUNHA;150;R$28.125,00
2017;BA;Poções;Municipal;Rural;29428645;POLO EDUCACIONAL NOSSA SENHORA APARECIDA;120;R$27.225,00
2017;BA;Pojuca;Municipal;Rural;29375770;NUCLEO EDUCACIONAL PEDRO LEAL CARDOSO;100;R$20.220,00
2017;BA;Pojuca;Municipal;Rural;29391270;ESCOLA MUNICIPAL HERADIO FONSECA BARROSO;87;R$20.205,00
2017;BA;Pojuca;Municipal;Urbana;29160472;ESCOLA MUNICIPAL NORMA GUIMARAES REGO;100;R$18.780,00
2017;BA;Ponto Novo;Municipal;Urbana;29431590;ESCOLA MUNICIPAL ANTONIO CARLOS MAGALHAES;149;R$28.155,00
2017;BA;Porto Seguro;Municipal;Urbana;29389399;ESCOLA PERO DE CAMPOS TOURINHO;100;R$11.268,00
2017;BA;Porto Seguro;Municipal;Urbana;29355605;ESCOLA MUNICIPAL INFANTIL CANTINHO DA PAZ;120;R$23.250,00
2017;BA;Porto Seguro;Municipal;Urbana;29499801;ESCOLA HELENA REBOCHO;120;R$23.400,00
2017;BA;Porto Seguro;Municipal;Rural;29373948;ESCOLA PROFESSORA RAYDAHLIA BITTENCOURT DE OLIVEIRA;100;R$27.420,00
2017;BA;Porto Seguro;Municipal;Rural;29326559;ESCOLA INDIGENA BARRA VELHA;120;R$20.520,00
2017;BA;Porto Seguro;Municipal;Urbana;29420318;ESCOLA ALBERTINA FIOROTTI MOREIRA;48;R$9.345,00
2017;BA;Porto Seguro;Municipal;Urbana;29355540;EDUCANDARIO PERO VAZ DE CAMINHA;126;R$16.686,00
2017;BA;Porto Seguro;Municipal;Rural;29326206;ESCOLA INDIGENA PATAXO BOCA DA MATA;120;R$20.520,00
2017;BA;Porto Seguro;Municipal;Rural;29444578;ESCOLA MUNICIPAL DO ARRAIAL DAJUDA;120;R$20.520,00
2017;BA;Porto Seguro;Municipal;Rural;29389410;ESCOLA INDIGENA PATAXO ALDEIA VELHA;100;R$16.452,00
2017;BA;Potiraguá;Municipal;Urbana;29284643;ESCOLA MUNICIPAL FRANCISCO ALVES COSTA;40;R$5.544,00
2017;BA;Potiraguá;Municipal;Rural;29284759;ESCOLA DE 1 GRAU DEP HENRIQUE BRITO;30;R$8.046,00
2017;BA;Prado;Municipal;Urbana;29386802;ESCOLA MUNICIPAL DEPUTADO LUIS EDUARDO MAGALHAES;180;R$37.230,00
2017;BA;Prado;Municipal;Urbana;29327270;ESCOLA MUNICIPAL ANTONIO CLIMERIO DOS SANTOS;99;R$18.765,00
2017;BA;Prado;Municipal;Rural;29327024;ESCOLA MUNICIPAL JOSE PORCINO DE SOUZA;259;R$54.585,00
2017;BA;Prado;Municipal;Urbana;29326982;ESCOLA MUNICIPAL DOIS DE JULHO;217;R$28.110,00
2017;BA;Prado;Municipal;Urbana;29326648;ESCOLA MUNICIPAL PEROLINA RAMOS MASCARENHAS;150;R$28.125,00
2017;BA;Presidente Dutra;Municipal;Urbana;29066476;ESC DR DJALMA BESSA;126;R$23.130,00
2017;BA;Presidente Dutra;Municipal;Urbana;29066506;ESCOLA LUIS VIANA FILHO;135;R$23.190,00
2017;BA;Presidente Tancredo Neves;Municipal;Urbana;29289718;ESCOLA MUNICIPAL CRISTO REI;60;R$9.150,00
2017;BA;Queimadas;Municipal;Urbana;29122350;ESCOLAR ANGELINA FERREIRA DA CRUZ;84;R$14.055,00
2017;BA;Queimadas;Municipal;Rural;29121353;COLEGIO DOMINGOS FERNANDO BADARO NETO;295;R$82.185,00
2017;BA;Queimadas;Municipal;Rural;29121930;ESC SAO JOSE;79;R$27.105,00
2017;BA;Queimadas;Municipal;Urbana;29121760;ESCOLA PADRE CARLO GABANELLI;153;R$27.960,00
2017;BA;Queimadas;Municipal;Urbana;29122341;ESCOLA PROF MARIA DE LOURDES;181;R$32.595,00
2017;BA;Queimadas;Municipal;Urbana;29122333;GRUPO ESCOLAR PROFA CECY SOUZA;130;R$27.840,00
2017;BA;Quijingue;Municipal;Rural;29123062;ESCOLA MUNICIPAL DA FAZ TATU;50;R$13.680,00
2017;BA;Quijingue;Municipal;Rural;29123089;ESCOLA MUNICIPAL DO POV LAGOA DO JUNCO;50;R$13.710,00
2017;BA;Quijingue;Municipal;Urbana;29432014;GRUPO ESCOLAR NAVARRO DE BRITO;80;R$13.965,00
2017;BA;Quijingue;Municipal;Rural;29122970;ESCOLA MUNICIPAL TERTULIANO FRANCISCO DA SILVA;150;R$34.275,00
2017;BA;Quixabeira;Municipal;Urbana;29077524;CENTRO EDUCACIONAL EDVALDO LOPES;235;R$37.365,00
2017;BA;Quixabeira;Municipal;Rural;29078008;COLEGIO MUNICIPAL JOAO JORGE DOS SANTOS;121;R$20.529,00
2017;BA;Rafael Jambeiro;Municipal;Rural;29107334;ESCOLA MUNICIPAL DR REINALDO BARRETO ROSA;80;R$20.430,00
2017;BA;Rafael Jambeiro;Municipal;Rural;29107253;ESCOLA MUNICIPAL FRANCISCO BENJAMIM;100;R$27.060,00
2017;BA;Rafael Jambeiro;Municipal;Rural;29106290;ESCOLA MUNICIPAL MONSENHOR APIO SILVA;118;R$27.150,00
2017;BA;Rafael Jambeiro;Municipal;Rural;29107121;ESCOLA MUNICIPAL PRINCESA ISABEL;81;R$20.505,00
2017;BA;Rafael Jambeiro;Municipal;Rural;29107105;ESCOLA MUNICIPAL LANDULFO ALVES;42;R$13.590,00
2017;BA;Rafael Jambeiro;Municipal;Rural;29106370;ESCOLA MUNICIPAL PAI SIMAO;40;R$13.425,00
2017;BA;Rafael Jambeiro;Municipal;Urbana;29106907;ESCOLA MUNICIPAL DE 1 GRAU CORACAO DE JESUS;80;R$11.088,00
2017;BA;Remanso;Municipal;Urbana;29030463;COLEGIO MUNICIPAL ERALDO TINOCO MELO;80;R$18.480,00
2017;BA;Remanso;Municipal;Urbana;29030471;COLEGIO MUNICIPAL WILSON LINS DE ALBUQUERQUE;84;R$18.540,00
2017;BA;Remanso;Municipal;Urbana;29455901;ESCOLA MUNICIPAL PROFESSORA CLEONICE SOEIRO CASTELO BRANCO;86;R$18.570,00
2017;BA;Riachão das Neves;Municipal;Urbana;29439191;ESCOLA MUNICIPAL PROFESSORA CARMEM MIRANDA ARRUDA DE LIMA;106;R$23.190,00
2017;BA;Riachão das Neves;Municipal;Rural;29004306;ESCOLA MUNICIPAL HENRIQUE ANTONIO DOS SANTOS;185;R$47.895,00
2017;BA;Riachão das Neves;Municipal;Rural;29004381;GRUPO ESCOLAR BARAO DO RIO BRANCO;169;R$40.845,00
2017;BA;Riachão das Neves;Municipal;Rural;29003750;ESCOLA MUNICIPAL JOSE BERNARDINO DE SANTANA;107;R$20.403,00
2017;BA;Riachão das Neves;Municipal;Rural;29004284;ESCOLA MUNICIPAL FRANCISCO CARDOSO DE SANTANA;172;R$28.764,00
2017;BA;Riachão das Neves;Municipal;Urbana;29003385;ESCOLA ESTADUAL DE 1 GRAU NELSON CARVALHO DA CUNHA;132;R$23.430,00
2017;BA;Riachão do Jacuípe;Municipal;Rural;29431050;ESC MUL JOSE RUFINO;201;R$36.801,00
2017;BA;Riacho de Santana;Municipal;Rural;29252776;COLEGIO MUNICIPAL PORPHIRIO CASTRO;303;R$53.271,00
2017;BA;Ribeira do Amparo;Municipal;Rural;29429943;ESCOLA MUNICIPAL EDNA CARMELITA SOUZA;125;R$34.050,00
2017;BA;Ribeira do Amparo;Municipal;Rural;29132690;ESC MUL I GRAU DOM AVELAR BRANDAO VILELA;90;R$16.362,00
2017;BA;Ribeira do Amparo;Municipal;Rural;29132681;ESC EST DE 1 GRAU ANTONIO DANTAS MACEDO;70;R$20.280,00
2017;BA;Ribeira do Pombal;Municipal;Rural;29134048;ESCOLA MUNICIPAL ANTONIO BERNARDO DA COSTA;300;R$82.125,00
2017;BA;Ribeira do Pombal;Municipal;Rural;29134056;ESCOLA MUNICIPAL MARIA SOUZA BORGES;200;R$54.840,00
2017;BA;Ribeira do Pombal;Municipal;Rural;29133874;ESCOLA MUNICIPAL SANTO ANTONIO;80;R$16.272,00
2017;BA;Ribeirão do Largo;Municipal;Urbana;29285461;ESCOLA MUNICIPAL MARIA EUNICE MARTINS MOREIRA;180;R$28.155,00
2017;BA;Rio do Pires;Municipal;Rural;29360455;ESCOLA MUNICIPAL JOSE DA SILVA NEVES;54;R$12.150,00
2017;BA;Rio Real;Municipal;Urbana;29456720;ESCOLA MUNICIPAL DJALMA FARIA DE OLIVEIRA;400;R$46.845,00
2017;BA;Ruy Barbosa;Municipal;Urbana;29087546;ESCOLA MUNICIPAL HONORINA AZEVEDO SACRAMENTO;50;R$2.810,00
2017;BA;Ruy Barbosa;Municipal;Urbana;29087260;EE - ESCOLA MUNICIPAL ALICE TELES DE MENEZES;50;R$2.810,00
2017;BA;Ruy Barbosa;Municipal;Urbana;29087325;ESCOLA MUNICIPAL DR ARTUR SA;50;R$1.686,00
2017;BA;Salinas da Margarida;Municipal;Urbana;29406048;ESCOLA MODELO DE SALINAS DA MARGARIDA;86;R$13.980,00
2017;BA;Salvador;Municipal;Urbana;29854750;ESCOLA MUNICIPAL MANOEL HENRIQUE DA SILVA BARRADAS;150;R$16.902,00
2017;BA;Salvador;Municipal;Urbana;29434254;ESCOLA MUNICIPAL PROFESSOR ITALO GAUDENZI;150;R$16.902,00
2017;BA;Salvador;Municipal;Urbana;29194253;ESCOLA MUNICIPAL DE NOVA SUSSUARANA;60;R$13.860,00
2017;BA;Salvador;Municipal;Urbana;29194261;ESCOLA MUNICIPAL DE PARIPE;200;R$22.536,00
2017;BA;Salvador;Municipal;Urbana;29194270;ESCOLA MUNICIPAL DE PERIPERI;100;R$11.268,00
2017;BA;Salvador;Municipal;Urbana;29180066;ESCOLA MUNICIPAL ELOYNA BARRADAS;25;R$4.620,00
2017;BA;Salvador;Municipal;Urbana;29192838;ESCOLA MUNICIPAL HILDETE BAHIA DE SOUZA;150;R$16.902,00
2017;BA;Salvador;Municipal;Urbana;29193125;ESCOLA MUNICIPAL JOAO XXIII;100;R$11.268,00
2017;BA;Salvador;Municipal;Urbana;29186366;ESCOLA MUNICIPAL MARIA CONSTANCA;200;R$28.170,00
2017;BA;Salvador;Municipal;Urbana;29185459;ESCOLA MUNICIPAL PADRE NORBERTO;240;R$28.080,00
2017;BA;Salvador;Municipal;Urbana;29195900;ESCOLA MUNICIPAL SANTA RITA;60;R$13.860,00
2017;BA;Salvador;Municipal;Urbana;29188741;ESCOLA MUNICIPAL VIVALDO DA COSTA LIMA;80;R$11.088,00
2017;BA;Santa Bárbara;Municipal;Urbana;29108012;ESCOLA MUNICIPAL MONSENHOR LUIZ RAMOS MACHADO;80;R$11.088,00
2017;BA;Santa Bárbara;Municipal;Urbana;29387183;ESCOLA MUNICIPAL IRMA IRAIDES DE ARAUJO CRUZ;100;R$3.372,00
2017;BA;Santa Cruz Cabrália;Municipal;Urbana;29407206;ESCOLA MUNICIPAL PROF JACIRA MONTEIRO BENFICA;101;R$23.115,00
2017;BA;Santa Cruz Cabrália;Municipal;Rural;29373905;ESCOLA MUNICIPAL MUTARI;101;R$33.915,00
2017;BA;Santa Cruz Cabrália;Municipal;Urbana;29327440;ESCOLA INDIGENA PATAXO COROA VERMELHA;62;R$4.150,00
2017;BA;Santa Cruz Cabrália;Municipal;Urbana;29439736;ESCOLA MUNICIPAL MARCELINO JOSE SOARES;70;R$14.010,00
2017;BA;Santa Cruz Cabrália;Municipal;Rural;29331447;ESCOLA MUNICIPAL MARIA FIGUEIREDO MARINHO;101;R$27.120,00
2017;BA;Santa Cruz da Vitória;Municipal;Urbana;29312590;ESCOLA MUNICIPAL STELA DALVA CORREIA E SILVA;63;R$13.905,00
2017;BA;Santa Luzia;Municipal;Urbana;29430151;ESCOLA MUNICIPAL AGNALDO FERREIRA DOS SANTOS;100;R$18.780,00
2017;BA;Santa Maria da Vitória;Municipal;Urbana;29015243;GRUPO ESCOLAR DR BRUNO MARTINS DA CRUZ NETO;100;R$18.705,00
2017;BA;Santa Maria da Vitória;Municipal;Rural;29014522;ESCOLA JEREMIAS RODRIGUES DA SILVA;50;R$13.560,00
2017;BA;Santa Maria da Vitória;Municipal;Rural;29014328;ESC ANTONIO R DA MATA;40;R$13.545,00
2017;BA;Santa Teresinha;Municipal;Rural;29108837;ESCOLA PIDERP EDUCACAO;37;R$13.425,00
2017;BA;Santaluz;Municipal;Rural;29145066;ESCOLA MUNICIPAL SENHOR DO BONFIM;250;R$68.280,00
2017;BA;Santaluz;Municipal;Urbana;29144132;CENTRO EDUCACIONAL NILTON OLIVEIRA SANTOS;500;R$88.875,00
2017;BA;Santana;Municipal;Rural;29015790;CENTRO EDUCACIONAL MUNICIPAL FRANCELINO TAVARES DA COSTA;70;R$20.445,00
2017;BA;Santana;Municipal;Urbana;29015430;CENTRO EDUCACIONAL MUNICIPAL MONSENHOR FELIX;100;R$18.690,00
2017;BA;Santana;Municipal;Urbana;29016193;GRUPO ESCOLAR MUNICIPAL ANA FONSECA ALKMIM;50;R$9.360,00
2017;BA;Santo Amaro;Municipal;Rural;29171520;ESC MUL PROFA ISABEL COELHO;142;R$41.010,00
2017;BA;Santo Amaro;Municipal;Urbana;29171024;ESCOLA MUNICIPAL CORONEL FRANCISCO PINTO;86;R$18.570,00
2017;BA;Santo Antônio de Jesus;Municipal;Urbana;29171598;CENTRO COMUNITARIO DO CAJUEIRO;100;R$11.268,00
2017;BA;Santo Antônio de Jesus;Municipal;Urbana;29172098;ESCOLA MUNICIPAL DR ROMULO BARRETO DE ALMEIDA;58;R$9.390,00
2017;BA;Santo Antônio de Jesus;Municipal;Rural;29172608;ESCOLA MUNICIPAL ANTONIO MATEUS DOS SANTOS;120;R$34.155,00
2017;BA;Santo Antônio de Jesus;Municipal;Urbana;29172640;ESCOLA MUNICIPAL FLORENTINO FIRMINO DE ALMEIDA;200;R$37.560,00
2017;BA;Santo Antônio de Jesus;Municipal;Urbana;29172730;ESCOLA MUNICIPAL PROFESSORA MARIA AUGUSTA LOPES FERREIRA;50;R$9.255,00
2017;BA;Santo Antônio de Jesus;Municipal;Urbana;29172365;ESCOLA MUNICIPAL MADRE MARIA DO ROSARIO DE ALMEIDA I;97;R$18.465,00
2017;BA;Santo Estêvão;Municipal;Rural;29382076;ESCOLA MUNICIPAL CLARA DE ASSIS;80;R$27.120,00
2017;BA;Santo Estêvão;Municipal;Urbana;29109990;ESCOLA MUNICIPAL D PEDRO I;120;R$23.400,00
2017;BA;Santo Estêvão;Municipal;Urbana;29443903;ESCOLA MUNICIPAL DR ERALDO TINOCO DE MELO;75;R$14.025,00
2017;BA;Santo Estêvão;Municipal;Rural;29109035;ESCOLA MUNICIPAL JOSE DE JESUS ROCHA;80;R$27.120,00
2017;BA;Santo Estêvão;Municipal;Rural;29109329;ESCOLA MUNICIPAL PROFESSORA NEUZA MARIA PIRES DA SILVA;100;R$27.420,00
2017;BA;São Desidério;Municipal;Rural;29005442;ESCOLA MUNICIPAL MARIA FRANCISCA DA SILVA;75;R$6.135,00
2017;BA;São Desidério;Municipal;Rural;29005329;ESCOLA MUNICIPAL OTAVIANO PEREIRA DA SILVA;100;R$8.175,00
2017;BA;São Desidério;Municipal;Rural;29378508;ESCOLA MUNICIPAL JOAO BARBOSA DE SOUZA SOBRINHO;100;R$8.180,00
2017;BA;São Desidério;Municipal;Urbana;29353386;ESCOLA MUNICIPAL GERMANO RODRIGUES DE CARVALHO;75;R$4.215,00
2017;BA;São Félix;Municipal;Rural;29173027;COLEGIO MUNICIPAL DUQUE DE CAXIAS;247;R$41.103,00
2017;BA;São Félix;Municipal;Urbana;29173248;ESCOLA DR ARLINDO RODRIGUES;40;R$5.544,00
2017;BA;São Gabriel;Municipal;Rural;29343984;JOSE MATEUS AMORIM;80;R$27.120,00
2017;BA;São Gabriel;Municipal;Rural;29339723;MANOEL ABADE DOS SANTOS;75;R$13.470,00
2017;BA;São Gonçalo dos Campos;Municipal;Rural;29110203;ESCOLA MUNICIPAL DEPUTADO NOIDE CERQUEIRA;40;R$13.515,00
2017;BA;São Gonçalo dos Campos;Municipal;Urbana;29455456;ESCOLA MUNICIPAL NINI DESSA;150;R$28.155,00
2017;BA;São José da Vitória;Municipal;Urbana;29412897;CENTRO INTEGRADO CRISTO REDENTOR;300;R$33.804,00
2017;BA;São José do Jacuípe;Municipal;Urbana;29078067;ESCOLA MUNICIPAL ISAAC VILAS BOAS;165;R$32.670,00
2017;BA;São José do Jacuípe;Municipal;Urbana;29078172;ESCOLA MUNICIPAL D PEDRO I;122;R$23.430,00
2017;BA;São Sebastião do Passé;Municipal;Rural;29161304;ESCOLA TEODORO XAVIER DE SOUZA;40;R$13.560,00
2017;BA;Sapeaçu;Municipal;Urbana;29174210;ESC D PEDRO II;113;R$23.265,00
2017;BA;Sapeaçu;Municipal;Urbana;29174457;ESC NAVARRO DE BRITO;109;R$14.040,00
2017;BA;Sátiro Dias;Municipal;Rural;29155134;ESCOLA MUNICIPAL PROFª SERAFINA GONCALVES DA CRUZ;72;R$20.415,00
2017;BA;Saúde;Municipal;Rural;29078997;ESCOLA MUNICIPAL JOVINO JOSE DE OLIVEIRA;153;R$41.100,00
2017;BA;Saúde;Municipal;Urbana;29079012;ESCOLA MUNICIPAL DOUTOR LUIZ NAVARRO DE BRITO;40;R$9.240,00
2017;BA;Senhor do Bonfim;Municipal;Urbana;29055946;ESCOLA MUN PROFESSORA MARITONIA ANDRADE;77;R$18.435,00
2017;BA;Senhor do Bonfim;Municipal;Rural;29056896;ESCOLA MUNICIPAL DE 1 GRAU OSCAR CARDOSO;114;R$34.005,00
2017;BA;Senhor do Bonfim;Municipal;Urbana;29055440;ESCOLA MUNICIPAL AUSTRICLIANO DE CARVALHO;386;R$70.350,00
2017;BA;Senhor do Bonfim;Municipal;Urbana;29055482;ESC DO CONJ RES DR JOSE GONCALVES;234;R$46.710,00
2017;BA;Senhor do Bonfim;Municipal;Urbana;29056586;ESCOLA MUNICIPAL THOMAZ GUIMARAES;96;R$18.600,00
2017;BA;Senhor do Bonfim;Municipal;Rural;29056314;ESCOLA MUN DE 1 GRAU ANTONIO BASTOS DE MIRANDA;248;R$68.445,00
2017;BA;Senhor do Bonfim;Municipal;Urbana;29056527;GRUPO ESCOLAR CANDIDO FELIX MARTINS;182;R$32.820,00
2017;BA;Senhor do Bonfim;Municipal;Rural;29056950;ESC MUL ANTONIO JOSE DE SOUZA;116;R$34.125,00
2017;BA;Senhor do Bonfim;Municipal;Rural;29055962;ESCOLA MUNICIPAL PROFª JUDITE FERREIRA DE SANTANA;249;R$68.475,00
2017;BA;Senhor do Bonfim;Municipal;Urbana;29359309;ESCOLA MUNICIPAL ABIGAIL FEITOSA;223;R$42.120,00
2017;BA;Senhor do Bonfim;Municipal;Rural;29055776;ESCOLA MUNICIPAL DE CARIACA;116;R$34.035,00
2017;BA;Senhor do Bonfim;Municipal;Rural;29055784;ESCOLA MUNICIPAL PROFESSORA MARIA EUDA XAVIER;176;R$47.955,00
2017;BA;Sento Sé;Municipal;Rural;29031842;ESCOLA NUCLEO SAO FRANCISCO;223;R$36.999,00
2017;BA;Sento Sé;Municipal;Rural;29032067;ESCOLA NUCLEO VEREADOR ANTONIO ALVES DE SOUZA;267;R$75.285,00
2017;BA;Sento Sé;Municipal;Rural;29031745;ESCOLA NUCLEO 2 DE JULHO;299;R$68.355,00
2017;BA;Sento Sé;Municipal;Rural;29032091;ESCOLA NUCLEO MARIA MAFALDA RIBEIRO FILHA;164;R$47.745,00
2017;BA;Sento Sé;Municipal;Rural;29032083;ESCOLA NUCLEO JOSE FREIRE DOS SANTOS;142;R$40.845,00
2017;BA;Serra do Ramalho;Municipal;Urbana;29457238;PROFESSOR FABIO DOS SANTOS BARBOSA;40;R$9.240,00
2017;BA;Serra do Ramalho;Municipal;Rural;29342473;ESCOLA AGRO DEUSDETI CORTEZ V DA SILVA;60;R$20.340,00
2017;BA;Serra do Ramalho;Municipal;Rural;29342414;ESCOLA FREI FRANCISCO DA SOLEDADE MAR;100;R$27.420,00
2017;BA;Serra do Ramalho;Municipal;Rural;29342457;ESCOLA SAO FRANCISCO;126;R$40.770,00
2017;BA;Serra do Ramalho;Municipal;Rural;29047161;ESCOLA MUNICIPAL SAO SEBASTIAO;60;R$20.340,00
2017;BA;Serra Preta;Municipal;Urbana;29387000;ESCOLA ALCIDES FIGUEREDO LEITE;175;R$32.850,00
2017;BA;Serra Preta;Municipal;Rural;29111056;ESC FLAVIO MERCES DE OLIVEIRA;100;R$27.420,00
2017;BA;Serra Preta;Municipal;Urbana;29111692;GRUPO ESCOLAR DE SERRA PRETA;56;R$13.725,00
2017;BA;Serrinha;Municipal;Rural;29146755;ESCOLA JOSE ROBERTO DOS SANTOS;43;R$8.163,00
2017;BA;Serrinha;Municipal;Rural;29145821;ESCOLA DERMEVAL OLIVEIRA;140;R$40.980,00
2017;BA;Serrinha;Municipal;Rural;29146046;ESCOLA MUNICIPAL LUIZ PEDROSA NUNES;57;R$20.295,00
2017;BA;Serrinha;Municipal;Rural;29146313;ESCOLA MUNICIPAL SANTO ANTONIO;66;R$20.265,00
2017;BA;Serrinha;Municipal;Rural;29146453;ESCOLA MUNICIPAL SAO VICENTE DA MOMBACA;100;R$27.420,00
2017;BA;Serrinha;Municipal;Rural;29146496;ESCOLA BILA CARVALHO;60;R$20.340,00
2017;BA;Serrinha;Municipal;Urbana;29443830;ESCOLA CARLOS AUGUSTO VILALVA NEGREIRO FALCAO;150;R$27.930,00
2017;BA;Serrinha;Municipal;Urbana;29145791;ESCOLA PLINIO CARNEIRO;261;R$30.861,00
2017;BA;Serrinha;Municipal;Rural;29147395;ESCOLA MUNICIPAL MIGUEL ARCANJO CARVALHO;55;R$13.680,00
2017;BA;Serrinha;Municipal;Urbana;29145503;ESCOLA MONSENHOR DEMOCRITO MENDES DE BARROS;330;R$51.375,00
2017;BA;Serrinha;Municipal;Urbana;29147093;ESCOLA SOFIA KATEB PEREIRA DA SILVA;185;R$22.401,00
2017;BA;Serrinha;Municipal;Rural;29443652;ESCOLA CLEON PIMENTEL FERREIRA;51;R$13.620,00
2017;BA;Serrinha;Municipal;Rural;29146054;ESCOLA MUNICIPAL MANOEL CARNEIRO TUY;51;R$13.620,00
2017;BA;Serrinha;Municipal;Rural;29419794;ESCOLA DR MARIO PORCIUNCULA;200;R$54.810,00
2017;BA;Serrinha;Municipal;Urbana;29146135;ESCOLA MUNICIPAL NOSSA SENHORA DA CONCEICAO APARECIDA;55;R$13.785,00
2017;BA;Serrinha;Municipal;Urbana;29147301;ESCOLA JOAO BARBOSA DE OLIVEIRA;76;R$13.755,00
2017;BA;Serrinha;Municipal;Rural;29146186;ESCOLA MUNICIPAL OTAVIO COSTA;66;R$13.680,00
2017;BA;Serrinha;Municipal;Rural;29145864;ESCOLA DIONISIO FRANCISCO DA SILVA;150;R$41.130,00
2017;BA;Simões Filho;Municipal;Rural;29201888;ESCOLA VEREADOR EDULINDO R MONTEIRO;168;R$28.728,00
2017;BA;Simões Filho;Municipal;Urbana;29201586;ESCOLA MUNICIPAL DEMOCRATICA DE 1º GRAU DIACONO F BRITTO;150;R$16.902,00
2017;BA;Simões Filho;Municipal;Rural;29201454;ESCOLA MUNICIPAL ERALDO TINOCO;73;R$12.321,00
2017;BA;Simões Filho;Municipal;Rural;29200989;CENTRO COMUNITARIO NOSSA IRMA DULCE;100;R$27.420,00
2017;BA;Simões Filho;Municipal;Urbana;29201489;ESCOLA CLERISTON ANDRADE;71;R$13.965,00
2017;BA;Simões Filho;Municipal;Urbana;29201748;ESCOLA MUNICIPAL EDVALDO GOMES PASSOS;86;R$18.495,00
2017;BA;Simões Filho;Municipal;Urbana;29354188;ESCOLA MUNICIPAL ELAINE DE SANTANA SANTOS;103;R$18.450,00
2017;BA;Simões Filho;Municipal;Rural;29893739;EDUCANDARIO MUNICIPAL VALE DE SIAO;125;R$20.565,00
2017;BA;Simões Filho;Municipal;Rural;29414946;ESCOLA MUNICIPAL GILDO PIANA;100;R$16.452,00
2017;BA;Simões Filho;Municipal;Urbana;29201675;ESCOLA HUGO BALTAZAR;131;R$16.731,00
2017;BA;Simões Filho;Municipal;Rural;29200970;CENTRO COMUNITARIO NOSSA ESPERANCA;200;R$54.840,00
2017;BA;Simões Filho;Municipal;Rural;29414989;ESCOLA MUNICIPAL PROF MARIA DE JESUS CORREIA;58;R$12.186,00
2017;BA;Simões Filho;Municipal;Urbana;29371813;ESCOLA MUNICIPAL REVERENDO RODRIGO SILVA SANTANA;131;R$16.731,00
2017;BA;Sítio do Mato;Municipal;Rural;29334381;ESCOLA MUL IR PETRONILA MULLER;200;R$32.904,00
2017;BA;Sítio do Quinto;Municipal;Rural;29115450;ESCOLA MUL JOSE LOURENCO DE CARVALHO;93;R$27.315,00
2017;BA;Sítio do Quinto;Municipal;Urbana;29115027;COLEGIO MUNICIPAL SANTO ANTONIO;250;R$46.905,00
2017;BA;Sobradinho;Municipal;Urbana;29032318;COLEGIO MUNICIPAL 24 DE FEVEREIRO;405;R$79.515,00
2017;BA;Sobradinho;Municipal;Urbana;29032466;ESCOLA MUNICIPAL MARIA RIBEIRO;196;R$32.535,00
2017;BA;Tanque Novo;Municipal;Rural;29211417;ESCOLA MUL DE LAGOA NOVA;44;R$13.620,00
2017;BA;Tanque Novo;Municipal;Rural;29211158;ESC MUL JOSE ONORIO;65;R$6.075,00
2017;BA;Tanquinho;Municipal;Urbana;29111935;ESC PROF AUREA CORDEIRO;120;R$18.480,00
2017;BA;Taperoá;Municipal;Urbana;29290350;ESCOLA MUNICIPAL ENSINO FUNDAMENTAL BENEDITO ANACRETO DOS SANTOS;25;R$4.695,00
2017;BA;Taperoá;Municipal;Rural;29394074;ESCOLA MUNICIPAL MATIAS NASCIMENTO DOS SANTOS;50;R$13.710,00
2017;BA;Taperoá;Municipal;Urbana;29290651;EMEF VICTOR MEIRELLES;50;R$9.390,00
